Token,FileSize,ChunkSize,StartTime,ElapsedTime,UploadRate
44f07212ff39bcef56be33fdd6c2ce16,5242880,1480,1399631807.3621428,5.753632443,889.8726240723125 KB/s
b113d98fa5fd5d5acf974fa70ea7d8e9,5242880,1480,1399631814.0635667,5.479580008,934.3781809052837 KB/s
a46c47312d24da8703b2f992f0ccf79e,5242880,1480,1399631823.7092519,5.469863347,936.0380095799128 KB/s
8eb99592d9b64812b663bafd3d6a9ee6,5242880,1480,1399631833.3526676,5.811690278,880.982942153959 KB/s
4e2d8440f95ca3db2f1defb3ac183bc1,5242880,1480,1399631840.054982,5.64621143,906.8027408247445 KB/s
37ef578ebc6922b1fa99df402ab89103,10485760,1480,1399631928.452308,11.389753414,899.0537044825965 KB/s
61d4f064a45a52e6a1fcb7f72007ff95,10485760,1480,1399631941.733419,11.388993367,899.1137030310995 KB/s
98cac0741a5d9dff217d910ff96d93eb,10485760,1480,1399631955.0152917,11.842080389,864.7129274271641 KB/s
f8df5b422cdbc05ce9e63aedb50bc7ca,10485760,1480,1399631971.3034422,11.708098329,874.6083020704019 KB/s
459b41cf599c4b5a8650f30379333abc,10485760,1480,1399631984.5846858,11.389393219,899.0821374853789 KB/s
9a11c24a077e961b07d4c64156e4ab1a,15728640,1480,1399632115.5594742,17.595963208,872.927490153911 KB/s
9d6c5f266ba413a3190008f022c81533,15728640,1480,1399632138.4352891,17.669406186,869.2991625361009 KB/s
e7ef621c47efbd96ae18da67119bb580,15728640,1480,1399632161.3080628,17.17105537,894.5285929737236 KB/s
58f88756650b8db6641f6ed186f64b3f,15728640,1480,1399632181.1697583,17.746193054,865.5377496041524 KB/s
0856e8be777649776781f361278e338c,15728640,1480,1399632201.03502,17.032111517,901.8259412327684 KB/s
f7fdfd1c25ce67a4f6fd85935d43a8a7,20971520,1480,1399632371.4589176,23.390938841,875.5527146307757 KB/s
27c09c4a4e675b134c540740a692a359,20971520,1480,1399632397.8984318,23.40098588,875.1768025937547 KB/s
577ca872f659a58aa43b6f1f07260df8,20971520,1480,1399632424.345709,22.967377759,891.6995320449547 KB/s
2a2eac3b281ffdd0ef143ee0f863e4d4,20971520,1480,1399632450.787161,23.635818263,866.481531213151 KB/s
2bb08cd821e78ac3a9bea196be61e400,20971520,1480,1399632480.2375174,23.021746562,889.5936693962464 KB/s
1804d2e46fdabfe7b6ce5cde60930f88,26214400,1480,1399632687.3201427,29.992343069,853.5511860845606 KB/s
954f7d486afea2faf12afbebf30691c1,26214400,1480,1399632720.3494143,29.238309451,875.5636177564444 KB/s
c28c22e248919213b9da61dc74066149,26214400,1480,1399632756.387612,28.833635528,887.8519663307857 KB/s
12a0df0203e4d676ae411837d01f8553,26214400,1480,1399632792.4258044,29.707499299,861.7352723748692 KB/s
a4d39db65b58b259ce41b2ab2a52a313,26214400,1480,1399632828.452381,29.81482486,858.6332510825958 KB/s
7cf927019343e9be3a72402de53388b1,31457280,1480,1399633078.1258094,35.820629967,857.606357797197 KB/s
5d352bb99aeb658de5ff4bb37fb30265,31457280,1480,1399633117.726471,35.306925177,870.0842638092976 KB/s
ba293014181d29c1193a363d4db4045a,31457280,1480,1399633160.3438463,34.857388873,881.3052553054323 KB/s
4c1113e670b1be44089e80e41426a97d,31457280,1480,1399633199.9478214,35.872132423,856.3750723752172 KB/s
7e1b758b7e3a5a00535989d18f8e7fc1,31457280,1480,1399633239.5510697,35.705178446,860.3793997685934 KB/s
c61a7dce1e60a60197053ce2f96dce5e,36700160,1480,1399633525.8191168,42.278535596,847.7114804182302 KB/s
3e13996e804f76efc0a9dd7724482f89,36700160,1480,1399633572.0131717,41.206753973,869.7603316068897 KB/s
c9d39e58684a9982eb224579ff25ec81,36700160,1480,1399633618.20209,41.60243546,861.4880259704872 KB/s
95b3eb09737b586340f9864ff2913c00,36700160,1480,1399633667.3996606,41.009542716,873.9429319707316 KB/s
fa5e4a06f4d22f3d9fe5db9a410b0c28,36700160,1480,1399633713.5802093,42.53425226,842.6150242613904 KB/s
e33f704ca98f5710f25db8e47245955e,41943040,1480,1399634039.45724,48.990588796,836.0789491745059 KB/s
e7675a82b9e0a86f92c531844c5970af,41943040,1480,1399634092.2183993,48.665566813,841.6628569721781 KB/s
afb2ab89fb0c9fd13c8c56adc75d03c5,41943040,1480,1399634144.976414,48.435604198,845.6589048122438 KB/s
ddca872e3189c8a45e443d14ab918971,41943040,1480,1399634197.7376544,48.447318456,845.4544297885134 KB/s
31d5d90037262326c7f0dfeb4dfce71f,41943040,1480,1399634250.4995072,48.940283072,836.9383548464654 KB/s
1350db5a0c0d63778bdbc35fb78fcdfc,47185920,1480,1399634615.9068253,54.822390143,840.5324882735658 KB/s
9336548bd874867c2507278cade074a9,47185920,1480,1399634675.2575898,55.580348897,829.070002518232 KB/s
a12536e6f18a75b6867998302dbc25ab,47185920,1480,1399634734.610693,55.44015158,831.1665586539149 KB/s
dbad3cf25ee764652a9cd95c8613c4ff,47185920,1480,1399634793.9518518,55.67364927,827.6806102026155 KB/s
61fe94ec79f040a68885f882b1265d14,47185920,1480,1399634853.303133,54.824687837,840.4972616898623 KB/s
b4c555952adec60b97fd099cb3e6424a,52428800,1480,1399635258.2668762,60.772113168,842.4916846064148 KB/s
7a15cb10d91ff4437bb7b9ca09f4957b,52428800,1480,1399635324.2058265,61.114341032,837.773902743895 KB/s
d10cab4b4ddbbb169220bba9c55b967c,52428800,1480,1399635390.1411066,61.424097817,833.5490763338435 KB/s
a4dfd2171873c5ca74502b892ecbcba9,52428800,1480,1399635456.079503,60.762116477,842.6302928302456 KB/s
af3d0cc10e81454b4aee519e11530647,52428800,1480,1399635522.0034842,61.148614958,837.3043287270984 KB/s
f9d8b95d4e3303f692ee0d7f4e005423,57671680,1480,1399635966.5514016,67.98540549,828.4130923994286 KB/s
85c36e513210cc3e357abb0d7963d28a,57671680,1480,1399636039.0645716,68.765107935,819.0200188915038 KB/s
3e68e98aec6380381e845b22475bb34a,57671680,1480,1399636111.5808926,67.572829995,833.4710859996147 KB/s
c5348cd1a8035ec5ddbfa3ce9c55c066,57671680,1480,1399636184.0996244,68.715710401,819.6087862780852 KB/s
a3e45fb04efeb52ff1035b091f1355d7,57671680,1480,1399636256.6189525,68.698032095,819.8196990871169 KB/s
830a478d974be90ca08aef28a17701eb,62914560,1480,1399636740.7475157,74.171921355,828.34580630502 KB/s
557f26c87dc6f5c0022da9596e16937d,62914560,1480,1399636819.829051,75.083803482,818.2856641609685 KB/s
3400af92884bee5eb6fbefeecbf3a611,62914560,1480,1399636898.920103,74.841155612,820.9386867103472 KB/s
eff63ed5a3ccd6d40db96f948b512f65,62914560,1480,1399636978.0117836,74.83800649,820.9732311377072 KB/s
f7d60a1955dfcd39db4bc23fdb7d3ac9,62914560,1480,1399637057.105294,74.108747298,829.0519303064525 KB/s
36af3c9f9f0d64092c887eebfb75a1ea,68157440,1480,1399637580.793053,80.831559281,823.4407524988247 KB/s
ba8b122eda176e957e23b596e7d509dc,68157440,1480,1399637666.467898,80.790630788,823.8579071706703 KB/s
2954f25c4e31c81ba34d49f28d4f9e9e,68157440,1480,1399637752.1371806,80.515299317,826.675185519015 KB/s
f2526155d9261e64d498caf06ca3ffe0,68157440,1480,1399637837.8090858,80.556252495,826.2549204871624 KB/s
503ef34ad91e5f94b18008f8a0f902ad,68157440,1480,1399637923.4875116,80.547244541,826.3473242231119 KB/s
ba1fc5dfb4783eb6c40ae630dd3ab311,73400320,1480,1399638486.76717,87.570725916,818.5383785530935 KB/s
6255457a9fd2a4e4dbb9290bc298d08c,73400320,1480,1399638579.0085151,87.433092819,819.8268834935151 KB/s
a11e52edf9444e986506ff0f3ae9be4f,73400320,1480,1399638671.26608,88.818891064,807.0355207244113 KB/s
17191c7c0fb62a9f810bbd9493536837,73400320,1480,1399638763.5186477,87.886287533,815.5993615395943 KB/s
91e6c600d64b11fe570cf1c00268157f,73400320,1480,1399638855.776921,87.601191721,818.2537085601846 KB/s
