FromWho,Token,StartTime,ElapsedTime
client,1e0274861c2a1faaf4903b4ef29c16f2,1399792190.882903,0.072371687
client,b4c1819eff492da2b6f4d6954d706729,1399792190.9655077,0.117589459
client,043b371b36354f209e57ae9f46778f4c,1399792191.0575933,0.051527619
client,b228592859378fdefc233e9e7bed85b4,1399792191.1149714,0.000480831
client,2513aa0603388198fb1b5b73d999fcd0,1399792191.1924825,0.000450645
client,1dad9cdc225d7500856721cb439b81a5,1399792191.1935208,0.000542994
client,3c09d69ec50021518d3ec9ad31ec68f4,1399792191.1950402,0.000397967
client,770e9133d37d47d13fc82fcecb4f4121,1399792191.1960442,0.00036192
client,1c0341f04a5055b1430d9a0af4957864,1399792191.2507935,0.000422558
client,23b761cb90668c72bb5c87ee426f53b2,1399792191.1823385,0.109034114
gateway,1e0274861c2a1faaf4903b4ef29c16f2,1399792190.9661841,41.208274264
gateway,b228592859378fdefc233e9e7bed85b4,1399792191.2750916,55.217375531
gateway,b4c1819eff492da2b6f4d6954d706729,1399792191.2139902,59.713018305
gateway,043b371b36354f209e57ae9f46778f4c,1399792191.2526164,60.189412126
gateway,3c09d69ec50021518d3ec9ad31ec68f4,1399792191.5001419,61.726960184
gateway,23b761cb90668c72bb5c87ee426f53b2,1399792191.6604302,62.259266997
gateway,1dad9cdc225d7500856721cb439b81a5,1399792191.4767752,63.258868689
gateway,1c0341f04a5055b1430d9a0af4957864,1399792191.567395,64.133196201
gateway,770e9133d37d47d13fc82fcecb4f4121,1399792191.4593167,64.245742414
gateway,2513aa0603388198fb1b5b73d999fcd0,1399792191.441793,65.354201924
client,6a37ebb52d9d447fbaf36736b7f51474,1399792259.3228323,0.083679745
client,7310fda51b214924ede0c16dea6cc57c,1399792259.3587384,0.137940693
client,52208c469b0d3fbd6859618a2fdddc8b,1399792259.393853,0.103343
client,51b185e8e092571e6f2d5bbda71ef99f,1399792259.4980571,0.000386722
client,e4e6fe6a34fc5772033ad58584b2ebcb,1399792259.392933,0.122410222
client,f2049a1d6bfa4faaa4ebc98866c07d02,1399792259.5305197,0.000367681
client,976294db2159f9e240b13927cd184956,1399792259.5680976,0.000432023
client,6c8144e226311f1e805fdd1956a2e303,1399792259.5694911,0.000379628
client,a06c0e6fd1ae69c3ea18c7f387783433,1399792259.5705588,0.000395325
client,44007e36ec2a272bcb651e293bbb2d90,1399792259.5907078,0.000505454
gateway,6a37ebb52d9d447fbaf36736b7f51474,1399792259.4128146,48.99848471
gateway,e4e6fe6a34fc5772033ad58584b2ebcb,1399792259.6729178,59.006940391
gateway,976294db2159f9e240b13927cd184956,1399792259.8356225,61.892935898
gateway,f2049a1d6bfa4faaa4ebc98866c07d02,1399792259.7146554,62.946087958
gateway,52208c469b0d3fbd6859618a2fdddc8b,1399792259.643767,63.93189899
gateway,51b185e8e092571e6f2d5bbda71ef99f,1399792259.6540396,64.260487043
gateway,6c8144e226311f1e805fdd1956a2e303,1399792259.8606606,64.229520013
gateway,44007e36ec2a272bcb651e293bbb2d90,1399792259.9440958,64.883207971
gateway,7310fda51b214924ede0c16dea6cc57c,1399792259.5972638,65.446440785
gateway,a06c0e6fd1ae69c3ea18c7f387783433,1399792259.8809993,65.354964324
client,9faedc00528c89c9b395ae5c0583de3d,1399792327.7754147,0.074364707
client,4d2159c08625282c67f74d96ffea3de7,1399792327.7748375,0.077678155
client,dd0c704533ea02394950c26d7f9c6976,1399792327.7938397,0.151792596
client,07db38128bfc2fb438fd4fd6613b5212,1399792327.858459,0.096964338
client,d47cc6387ec5c94df07292e6e57d8d1f,1399792328.032467,0.000448117
client,572fa03e614291d68edb90005f22c11c,1399792328.0338,0.00050827
client,b3c3fde3a27bed6bda7ad63a19330acd,1399792328.058155,0.000372416
client,6f99062d5b2ccd77f1b3019ba1b10ae9,1399792328.0594444,0.000367927
client,f423e8fb8283cd6dd7981aba3b9caeda,1399792328.060577,0.000526614
client,b3ad9620e1e34794d89c06a29b680a6c,1399792328.1238272,0.000385029
gateway,9faedc00528c89c9b395ae5c0583de3d,1399792327.8592777,53.702412059
gateway,4d2159c08625282c67f74d96ffea3de7,1399792327.9035811,56.253450676
gateway,07db38128bfc2fb438fd4fd6613b5212,1399792328.094158,61.587199413
gateway,d47cc6387ec5c94df07292e6e57d8d1f,1399792328.2956607,61.875153413
gateway,dd0c704533ea02394950c26d7f9c6976,1399792328.0751069,63.804343796
gateway,b3c3fde3a27bed6bda7ad63a19330acd,1399792328.345483,64.28083186
gateway,f423e8fb8283cd6dd7981aba3b9caeda,1399792328.3607886,64.571324338
