FromWho,Token,StartTime,ElapsedTime
client,4d2cd8ff11ef137c787b3abada02d26e,1399859332.5850425,0.061594059
client,4cb45d0e04bb939d715fb3a4b0c9d1a8,1399859332.626837,0.102356794
client,f65bbe8cfee4810957783921c3abd625,1399859332.642689,0.09392323
client,f78c7562c1d91824b97ffa9334d1e7c6,1399859332.7752104,0.006574042
client,e7dcd7efe2a47ac05cfdb5b5319244b7,1399859332.8922875,0.00038886
client,bce0ee5413a06b0d9f02873c5e298250,1399859333.0122635,0.000389622
client,8f4f3a3422d144c5c016cf3785fb8700,1399859333.0653598,0.000419189
client,880d05bb8c9a83601b1e4c2af05ee151,1399859333.06651,0.000400529
client,c9c0663ba865d82f132db02413f089d5,1399859333.1069946,0.000483545
client,c7055eb8090bc366dba538151657cf27,1399859333.1082,0.000349433
gateway,4d2cd8ff11ef137c787b3abada02d26e,1399859332.6582963,39.692111477
gateway,f65bbe8cfee4810957783921c3abd625,1399859332.8325393,54.451404161
gateway,4cb45d0e04bb939d715fb3a4b0c9d1a8,1399859332.8205328,55.690719894
gateway,f78c7562c1d91824b97ffa9334d1e7c6,1399859332.9651902,59.693163211
gateway,e7dcd7efe2a47ac05cfdb5b5319244b7,1399859333.1816452,61.178422827
gateway,8f4f3a3422d144c5c016cf3785fb8700,1399859333.4420247,61.852651961
gateway,880d05bb8c9a83601b1e4c2af05ee151,1399859333.4407868,62.850630368
gateway,c9c0663ba865d82f132db02413f089d5,1399859333.5600774,64.157551061
gateway,bce0ee5413a06b0d9f02873c5e298250,1399859333.3674624,65.023398261
gateway,c7055eb8090bc366dba538151657cf27,1399859333.5777655,65.187099213
client,2ea71afbc10b0aaf64666bd75dd2eb2b,1399859401.1027684,0.077759324
client,42954070fce23a6c62ad5676109cffb3,1399859401.122655,0.096377677
client,c11955fd62171529be9e3a7f6402fb8e,1399859401.337183,0.0004174
client,432c4a74badf56deed286e4bc4999411,1399859401.1626139,0.175543733
