Token,FileSize,ChunkSize,StartTime,ElapsedTime,UploadRate
e821b8e2276262d37ceede4ba7a6c455,5242880,1480,1399597836.675558,10.963700488,466.9956102507495 KB/s
7e9010681bd8aa77ba86f3ada43c162e,5242880,1480,1399597849.9558308,10.928197176,468.51277640234264 KB/s
537f5218f8c3d3711f073d37e7a1517f,5242880,1480,1399597866.1931493,10.927525677,468.54156662166037 KB/s
f894f55258bd26fe54c54cd42fa368dd,5242880,1480,1399597882.3826895,11.27238241,454.20744380158055 KB/s
64498e74909b49de95a735e65d9f0a61,5242880,1480,1399597895.6624236,11.272684625,454.19526672866533 KB/s
6294d81155b2b6fd4a84d2cbbfbcd4c9,10485760,1480,1399598050.5242305,22.935154617,446.4761703594492 KB/s
7ee096f84855340b98ae963caec5a913,10485760,1480,1399598076.9662776,23.049001205,444.27087789724465 KB/s
36ee5a6d71d9c9af81a7c1a20a1ccf50,10485760,1480,1399598103.4088635,23.002739297,445.1643722856735 KB/s
0b8479cd665b551a415594919496cbb2,10485760,1480,1399598132.859929,22.574400687,453.6111563704522 KB/s
d5be456150865445cd247092b2f3a03b,10485760,1480,1399598159.3036332,22.776129658,449.59350661244815 KB/s
588d0d1cd2ff0b16f786838dbbcaa2b2,15728640,1480,1399598387.5373225,34.773427058,441.7166008510015 KB/s
a8c37fc09787bcb372f3770df4d715ef,15728640,1480,1399598430.1474342,35.131840946,437.2102225900815 KB/s
4e373b7448f17e408974d80be7286b2a,15728640,1480,1399598472.7574944,35.740801601,429.7609262230492 KB/s
73134cead0453b261d60c5b7814b4c74,15728640,1480,1399598515.371714,35.265218575,435.5566368412903 KB/s
c0f4a73862451e1cf7ace69176189c7a,15728640,1480,1399598557.9833908,35.247734478,435.7726880173533 KB/s
90f211dd4b56c8e61c0f7999d8b6b433,20971520,1480,1399598879.9627516,46.158746135,443.6862288265448 KB/s
6607eb43ef6142a560b3a41231173dfe,20971520,1480,1399598935.7325392,47.17214544,434.1545165896529 KB/s
08af4336cde8e2a7769c48b627ab4bee,20971520,1480,1399598991.502979,46.949137438,436.21674683683887 KB/s
6210e85cc25a7fe02cbb2f394f5cb53f,20971520,1480,1399599044.2639842,47.666711665,429.64994405178885 KB/s
d7b2f089eb5f824d46532227d015db75,20971520,1480,1399599100.0308285,47.058523328,435.20277628036666 KB/s
14034c44e8bcf1a194f34d85a886c1bb,26214400,1480,1399599495.9154146,58.064102938,440.89202630643075 KB/s
f87c9156c8948111acf8ec1c1d4d9630,26214400,1480,1399599564.8525972,57.702380402,443.6558738417781 KB/s
d7e91b2092027ce9530bde1ddf5411ea,26214400,1480,1399599633.7850301,57.539044123,444.915281270148 KB/s
a539096ce64c74a6dbf669bbf7a92c40,26214400,1480,1399599702.7160969,57.37503103,446.1871225239841 KB/s
1ce7e06160a56af18bf61566ffc2421e,26214400,1480,1399599771.456158,59.681071101,428.94672511283153 KB/s
acf328bf744490e95136c91af6d8a666,31457280,1480,1399600243.9955397,71.210096774,431.39949798827394 KB/s
fa8105dd84cd959e24567b07e11475c5,31457280,1480,1399600323.0783403,71.045231498,432.40058976885445 KB/s
3fbd650b17af86c6821be51b8b639e9e,31457280,1480,1399600405.1683192,69.87905377,439.6167140601509 KB/s
716e46764b5d902da5d4e2236ae17585,31457280,1480,1399600487.261278,69.956028763,439.13298886754296 KB/s
92b0ac0e16980ccddb210f3a29f8c081,31457280,1480,1399600569.3526387,71.394630567,430.2844591537027 KB/s
4fc93c157f536b3f820ad838b431feb1,36700160,1480,1399601125.461846,82.130679536,436.37773609666044 KB/s
ea40bbabaca36e77a504b6d152bebd89,36700160,1480,1399601217.7073114,82.502071715,434.41333356825027 KB/s
3b00f953e8a558167aa01bf23661c723,36700160,1480,1399601309.9475322,83.64516345,428.47665688911985 KB/s
b860b172623d25a3a6e090792acdef17,36700160,1480,1399601402.1910293,82.502296478,434.4121500855078 KB/s
9f84557b6bdbe7706c49da6c18148eef,36700160,1480,1399601497.4449937,81.928663428,437.4537371953672 KB/s
018837055b032c04730bb72fc9f7e4f7,41943040,1480,1399602135.6176453,95.569002805,428.59084847390545 KB/s
f29424a5f67f38ee3efca22ecd83cb0a,41943040,1480,1399602241.0179412,97.156734206,421.5868342502447 KB/s
be8abc09f5aa21fa785e44c7c298dcc6,41943040,1480,1399602346.415709,96.09777752,426.23254207388254 KB/s
4c928820611ab1f98fbf278be8c75e66,41943040,1480,1399602451.8086126,95.971458938,426.7935535549293 KB/s
b1552a6040c8b063f9fb2cf5b364c4d0,41943040,1480,1399602557.2072883,95.004548315,431.1372531785717 KB/s
24b7e1e3732c76054f09de0293cba845,47185920,1480,1399603274.4205732,111.441507825,413.49045700602716 KB/s
c096d7de3249a49cd973cb47401b6da4,47185920,1480,1399603392.990515,108.115806894,426.2096480043683 KB/s
f21ddede82bcdf99f46f5bfaf38aeb4d,47185920,1480,1399603511.5486193,110.756622895,416.04735496210435 KB/s
7c09e3c4a0a4375227f877ea194e0ec3,47185920,1480,1399603630.1152098,111.330945064,413.9010943768629 KB/s
108659ab0caf0b6cc9ba78d4cccec0f9,47185920,1480,1399603748.6853018,109.165772593,422.1103273074327 KB/s
6fedb4079cf3672f8a1bcbe6447a727e,52428800,1480,1399604541.950743,124.585562868,410.9625451084333 KB/s
9e7a6059faabdd8d1195161040c9a98b,52428800,1480,1399604673.685108,123.232502465,415.47480555741873 KB/s
87d3cec844b4b0fb9a9caaa588eb92f7,52428800,1480,1399604805.4178526,123.94925515,413.0722684701829 KB/s
27f0456de9549da86b2d02beafdf6f6b,52428800,1480,1399604937.1499834,121.879560754,420.08684379279447 KB/s
d36313411b69fd94828e11ba09e5a846,52428800,1480,1399605068.8654168,122.18603497,419.03315720631247 KB/s
7f9bc89baf239df9a36a2ca64b6946d3,57671680,1480,1399605941.240685,134.979432383,417.248754167181 KB/s
297ac907b330798eb5fbeed3b319d88c,57671680,1480,1399606086.1397605,137.243680859,410.36497744374446 KB/s
dad3c9afa56f7427cfd522ef6d91a4fa,57671680,1480,1399606231.0288208,137.623893482,409.23126482659904 KB/s
2c809c5b09d1c10a3825ab6f60edb85c,57671680,1480,1399606375.9226787,134.482934271,418.78919660176456 KB/s
812130735a5b7de0bfb1a3fe750c400b,57671680,1480,1399606520.8078582,135.657416005,415.16344375838753 KB/s
e1e3f5f5ec6a48fa01039302ad6e07b5,62914560,1480,1399607472.1997068,150.100499981,409.3257517981432 KB/s
843ca610547c5adb98c7160ae9fb42e0,62914560,1480,1399607630.2479024,150.001694186,409.5953737950137 KB/s
b890cdcf4342c2006c139da0dcf66cfe,62914560,1480,1399607788.3001897,150.74864955,407.5658401146851 KB/s
55c02eb2ba97f86c972132c6123f4f0f,62914560,1480,1399607946.3370473,149.06238898,412.17640761308024 KB/s
