FromWho,Token,StartTime,ElapsedTime
client,021bfb8ed9f7dbad783be826b6b31794,1399948263.878828,0.155838356
client,61d07ed5fe9f1cff822a8f26e65c56d5,1399948264.1500342,0.150563472
client,f2ad689879cf5958b2ea0bd68b6105ad,1399948264.1284158,0.174483853
client,66dc6b3783db23a50053a1c5363eff76,1399948264.228189,0.13826626
client,3164df68ab86371fde4820ab4c0b6758,1399948264.201185,0.190745424
client,61e2eeefa9d55f9ba9926773b4501396,1399948264.249059,0.168211014
client,62a5d62c65d291407d16985b221cfd8a,1399948264.2867086,0.134567627
client,f978f9e5f1bfd9231ef44d079ef65227,1399948264.3143706,0.135778474
client,f7b59cd11a8ae34ab462f593b6395661,1399948264.3321645,0.121858747
client,afdb2e1a29c8196b7c4cc946dc0698d1,1399948264.3439515,0.127765068
client,de59625e52c2d439f423767eff378add,1399948264.363721,0.112902445
client,e49fa964fc6f3c50171f18c4630c6c5d,1399948264.4441333,0.052391938
client,11795365c7b1b357ce904d84822d858b,1399948264.3998325,0.097242667
client,2f5aa454f7a801bbbc67fe0a4e905e58,1399948264.4225883,0.076571336
client,19c37bd1779c6de0d78d73b89f9f1c60,1399948264.4365277,0.07569897
client,65cef6c54b7f7780469bdf5c31b8bf8c,1399948264.4544268,0.062158825
client,4037f28bbff3da7fca1129e6d7dbfbb0,1399948264.4787061,0.044208093
client,47a4b1ade7866021aadf3f398c7412c0,1399948264.4653676,0.065812321
client,a46be8db68c9491ba1d9b1a44d3a0af4,1399948264.5336428,0.002587473
client,84bf1432350b5f463bd92ec1ba986ea4,1399948264.513067,0.023967424
gateway,021bfb8ed9f7dbad783be826b6b31794,1399948264.0524855,19.576996452
gateway,f2ad689879cf5958b2ea0bd68b6105ad,1399948264.3154228,25.274137229
gateway,61d07ed5fe9f1cff822a8f26e65c56d5,1399948264.3150258,26.210209502
gateway,4037f28bbff3da7fca1129e6d7dbfbb0,1399948264.5683877,26.232854278
gateway,11795365c7b1b357ce904d84822d858b,1399948264.534959,26.328791292
gateway,19c37bd1779c6de0d78d73b89f9f1c60,1399948264.5615375,26.427757723
gateway,65cef6c54b7f7780469bdf5c31b8bf8c,1399948264.6386333,26.537326674
gateway,61e2eeefa9d55f9ba9926773b4501396,1399948264.444711,26.76949349
gateway,afdb2e1a29c8196b7c4cc946dc0698d1,1399948264.50023,26.726864973
gateway,66dc6b3783db23a50053a1c5363eff76,1399948264.3770366,26.951513461
gateway,f978f9e5f1bfd9231ef44d079ef65227,1399948264.4797044,26.950968343
gateway,3164df68ab86371fde4820ab4c0b6758,1399948264.4232357,27.085547627
gateway,f7b59cd11a8ae34ab462f593b6395661,1399948264.5005984,27.202261377
gateway,84bf1432350b5f463bd92ec1ba986ea4,1399948264.5831115,27.152506003
gateway,e49fa964fc6f3c50171f18c4630c6c5d,1399948264.5601118,27.176335546
gateway,47a4b1ade7866021aadf3f398c7412c0,1399948264.5722644,27.28526787
gateway,2f5aa454f7a801bbbc67fe0a4e905e58,1399948264.558821,27.330410345
gateway,de59625e52c2d439f423767eff378add,1399948264.585314,27.493946975
gateway,62a5d62c65d291407d16985b221cfd8a,1399948264.457811,27.700847103
gateway,a46be8db68c9491ba1d9b1a44d3a0af4,1399948264.5743577,27.689285437
client,f6e258abb13ae5ef938c573eae58e784,1399948295.041624,0.136933092
client,cd5e451f494d13efdd3af5b4ef5c388e,1399948295.073676,0.149979674
client,ddca5340ad7a285dfa03741fa61692ee,1399948295.2439811,0.139761415
client,3c5a6723d189d6e6308735052c0efcb4,1399948295.2965577,0.138705726
client,f414a87e4eb6a713601e44ae1b54790b,1399948295.3206322,0.149789723
client,11cd6f096a968725cfeda434b1b43c94,1399948295.3781502,0.130254224
client,5b528d9225ece1d3b769fd50cf0a95f5,1399948295.4530222,0.120531427
client,2e022c78d1c03ac22be7faaf9e2b6ba9,1399948295.434667,0.139415554
client,fc5aea9ef9946682d6fdbd4d1ef7a03b,1399948295.459342,0.115024567
client,954933bd9c61b73a6c088a7d00924b59,1399948295.4745092,0.119319595
client,00b499ed26ad08c0e655de2cf3fcee05,1399948295.4989958,0.114288399
client,55083037091c329e5b8ea3490f7dcb21,1399948295.5158691,0.102153434
client,a4ec23b050ceb0cd0cdb4b6f80bc3527,1399948295.5317054,0.091513557
client,ad26de298b051bc95849557874ddf7a3,1399948295.5588362,0.070321141
client,28564711a6ab6f49927d488becdf44e4,1399948295.536559,0.097632915
client,a4c18611bf5fab29f733c4b5e9c04342,1399948295.594733,0.053309678
client,68d98914d8c36ea6d22c28cedd07a1f7,1399948295.6466565,0.017003372
client,6dc47db2cca175cfbab937206e07465d,1399948295.63855,0.032642543
client,fd08fa88729637d595fc461f06e209bd,1399948295.6584485,0.013163222
client,8d08dc3b0066d45f3c77f0cf603cde74,1399948295.6627371,0.029085688
gateway,f6e258abb13ae5ef938c573eae58e784,1399948295.1864402,19.636937961
gateway,cd5e451f494d13efdd3af5b4ef5c388e,1399948295.2310538,20.135038673
gateway,ad26de298b051bc95849557874ddf7a3,1399948295.6508834,21.296374878
gateway,fc5aea9ef9946682d6fdbd4d1ef7a03b,1399948295.649654,21.828829809
gateway,5b528d9225ece1d3b769fd50cf0a95f5,1399948295.5923238,21.97287163
gateway,fd08fa88729637d595fc461f06e209bd,1399948295.6955395,22.138183474
gateway,a4ec23b050ceb0cd0cdb4b6f80bc3527,1399948295.6590524,22.458363257
gateway,00b499ed26ad08c0e655de2cf3fcee05,1399948295.63735,22.567420682
gateway,f414a87e4eb6a713601e44ae1b54790b,1399948295.529874,22.711527294
gateway,a4c18611bf5fab29f733c4b5e9c04342,1399948295.720169,22.552560825
gateway,55083037091c329e5b8ea3490f7dcb21,1399948295.6462426,22.743141231
gateway,ddca5340ad7a285dfa03741fa61692ee,1399948295.4123232,23.05701353
gateway,3c5a6723d189d6e6308735052c0efcb4,1399948295.4720547,23.034344837
gateway,11cd6f096a968725cfeda434b1b43c94,1399948295.574539,23.096062434
gateway,28564711a6ab6f49927d488becdf44e4,1399948295.67326,23.030074768
gateway,68d98914d8c36ea6d22c28cedd07a1f7,1399948295.7149842,23.028065943
gateway,6dc47db2cca175cfbab937206e07465d,1399948295.71539,23.053898609
gateway,2e022c78d1c03ac22be7faaf9e2b6ba9,1399948295.6106362,23.318371808
gateway,8d08dc3b0066d45f3c77f0cf603cde74,1399948295.718873,23.235422776
gateway,954933bd9c61b73a6c088a7d00924b59,1399948295.6704125,23.298576635
client,f86bb0749eaac1ffdea1e6a7174acf64,1399948321.7387009,0.150853792
client,9bdd54cb98fb88a21f1929cbc7522452,1399948321.8426745,0.167764165
client,c446dc01aee43f858309288333cb709d,1399948321.878633,0.176571614
client,ed1e023e53587796d7e3b8bb2daa365b,1399948321.8926766,0.163173831
client,ccb29a60c0f88ddf4500309636d25891,1399948321.9207902,0.157798648
client,cf442f1295e6afce4a2d152cc326dfaf,1399948321.985676,0.135994728
client,cdc5e940e4352e89f2175bc77e8f0051,1399948321.9780145,0.147397984
client,166310124bd4a5c3bf928b55073fda3e,1399948321.9796343,0.159061736
