FromWho,Token,StartTime,ElapsedTime
client,606a6c7aeaec0de70ba9a9c0f5ae1ef7,1399915503.2747543,0.055142826
client,93211a0eacc304a45a718085f614e559,1399915503.3346572,0.049699361
client,3f35f0782a834cc41812a17ade9edcc5,1399915503.4017649,0.057881019
client,f3f18ddd2e61a87685eaab290c652213,1399915503.4012187,0.05904602
client,15076d6a76934276c38b045e382168fb,1399915503.467315,0.041678773
client,a3290fb82556caafd12a1cbbfad106e5,1399915503.5326626,0.021168084
client,f47835d54c4650fe697220724ed8200d,1399915503.513515,0.040680758
client,c7ae82618eb27cf58ac966aa6b7da3cb,1399915503.556579,0.018581647
client,abfcd0474dd58e2d8f05de80ea59a0bb,1399915503.555219,0.023616173
client,be9c2a237f373d96e028c79ba7f50127,1399915503.5762968,0.016230762
gateway,606a6c7aeaec0de70ba9a9c0f5ae1ef7,1399915503.343839,11.379957142
gateway,93211a0eacc304a45a718085f614e559,1399915503.4007905,11.987267909
gateway,f3f18ddd2e61a87685eaab290c652213,1399915503.4883232,12.356146245
gateway,f47835d54c4650fe697220724ed8200d,1399915503.5738215,12.401613781
gateway,a3290fb82556caafd12a1cbbfad106e5,1399915503.593366,12.508131393
gateway,abfcd0474dd58e2d8f05de80ea59a0bb,1399915503.6275096,12.590776934
gateway,15076d6a76934276c38b045e382168fb,1399915503.530934,12.690890126
gateway,3f35f0782a834cc41812a17ade9edcc5,1399915503.4717658,12.76478222
gateway,be9c2a237f373d96e028c79ba7f50127,1399915503.6363769,12.638911988
gateway,c7ae82618eb27cf58ac966aa6b7da3cb,1399915503.6165764,12.671674028
client,a697e518c68024c95230cb68322fb455,1399915518.7651849,0.085374125
client,fd2487186649636ec1d7280b345e55c0,1399915518.7851434,0.066197775
client,0278f92a785412435d9f5b5f97a68503,1399915518.8226478,0.069689959
client,2c1d08a5ecad2ba5e6c8a4a8528a5fb2,1399915518.8741186,0.055075129
client,5969bafb6cc5874247715f8a98bbd874,1399915518.8762586,0.05376754
client,27f5edd9d2783e464980339e5806d602,1399915518.8532877,0.077435515
client,4455c8bd753045f3fa1fbd8a0f3f73f0,1399915518.9016378,0.036086307
client,c81f1514d3a2d84baa9abc7d75a372c1,1399915518.9142172,0.035218668
client,1ca16c774ca16f0584370fcb4917d800,1399915518.9360428,0.017465584
client,be88d66d6ebfe4c284b6329e0fe1ca69,1399915518.9383147,0.015858264
gateway,27f5edd9d2783e464980339e5806d602,1399915518.9412785,11.753055645
gateway,5969bafb6cc5874247715f8a98bbd874,1399915518.9503982,11.959171591
gateway,a697e518c68024c95230cb68322fb455,1399915518.8559756,12.126593681
gateway,2c1d08a5ecad2ba5e6c8a4a8528a5fb2,1399915518.93936,12.254971014
gateway,1ca16c774ca16f0584370fcb4917d800,1399915518.9935322,12.459922965
gateway,fd2487186649636ec1d7280b345e55c0,1399915518.8577485,12.614807376
gateway,4455c8bd753045f3fa1fbd8a0f3f73f0,1399915518.961894,12.578859025
gateway,be88d66d6ebfe4c284b6329e0fe1ca69,1399915519.018816,12.566177161
gateway,c81f1514d3a2d84baa9abc7d75a372c1,1399915518.9771013,12.608305983
gateway,0278f92a785412435d9f5b5f97a68503,1399915518.916403,12.669268077
client,12b74d8f9023e9239b5d689f9069db41,1399915533.7707555,0.0762357
client,60dfee30ca06d91fb349b34b9c49d7f9,1399915533.8588607,0.057386613
client,a2c644c6fae800b0cb92c5f7d5660d9e,1399915533.8407004,0.076627895
